week,center_id,meal_id,checkout_price,emailer_for_promotion,homepage_featured,city_code,region_code,op_area,category_Biryani,category_Desert,category_Extras,category_Fish,category_Other Snacks,category_Pasta,category_Pizza,category_Rice Bowl,category_Salad,category_Sandwich,category_Seafood,category_Soup,category_Starters,cuisine_Indian,cuisine_Italian,center_type_TYPE_B,center_type_TYPE_C,predicted_demand
146,83,1207,352,0,0,659,77,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.66
146,83,1230,362,0,0,659,77,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201.76
146,83,2322,354,0,0,659,77,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.34
146,83,2290,298,0,0,659,77,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,569.15
146,83,1727,447,0,0,659,77,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,256.62
146,83,1109,310,0,0,659,77,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,531.49
146,83,1571,581,0,0,659,77,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,93.13
146,83,2956,581,0,0,659,77,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,73.78
146,83,2104,581,0,0,659,77,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,83.27
146,83,2577,319,0,0,659,77,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,48.07
146,83,2640,320,0,0,659,77,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,129.72
146,83,1878,321,0,0,659,77,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,165.09
146,83,2306,242,1,0,659,77,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,63.03
146,83,1216,413,0,0,659,77,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,62.78
146,83,2126,437,0,0,659,77,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,74.52
146,83,2826,327,0,0,659,77,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,302.3
146,83,1754,328,0,0,659,77,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,521.46
146,83,1971,328,0,0,659,77,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,330.79
146,83,1902,446,0,0,659,77,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,37.42
146,83,1247,447,0,0,659,77,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,56.89
146,83,1770,426,0,0,659,77,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,44.38
146,83,1558,557,0,0,659,77,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,179.71
146,83,2581,559,0,0,659,77,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,181.65
146,83,1962,563,0,0,659,77,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,173.36
146,83,1445,726,0,0,659,77,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,45.76
146,83,2867,728,0,0,659,77,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,59.14
146,83,2760,184,0,1,659,77,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,212.04
146,83,1525,320,0,0,659,77,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,61.29
146,83,2704,319,0,0,659,77,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,251.04
146,83,2492,456,0,0,659,77,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,51.67
146,83,1543,473,0,1,659,77,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,67.49
146,83,2304,452,0,1,659,77,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,65.17
146,83,2664,322,0,0,659,77,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,365.68
146,83,2569,293,0,0,659,77,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,317.3
146,83,2490,290,0,0,659,77,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,219.59
146,32,1885,122,0,0,526,34,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372.1
146,32,1993,119,0,0,526,34,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341.87
146,32,2539,118,0,0,526,34,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.42
146,32,2139,275,0,0,526,34,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,43.57
146,32,2631,139,0,0,526,34,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,43.15
146,32,1778,159,0,0,526,34,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,305.25
146,32,1062,160,0,0,526,34,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,292.23
146,32,2707,202,0,0,526,34,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,325.97
146,32,1207,363,0,0,526,34,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.3
146,32,1230,363,0,0,526,34,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.06
146,32,2322,359,0,0,526,34,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.55
146,32,2290,259,0,0,526,34,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,381.85
146,32,1727,423,0,0,526,34,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,296.51
146,32,1109,309,0,0,526,34,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,386.31
146,32,1571,583,0,0,526,34,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,128.25
146,32,2956,583,0,0,526,34,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,61.49
146,32,2104,582,0,0,526,34,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,139.48
146,32,2577,320,0,0,526,34,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,60.93
146,32,2640,321,0,0,526,34,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,115.51
146,32,1878,319,0,0,526,34,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,72.74
146,32,1216,418,0,0,526,34,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,39.3
146,32,2126,435,0,1,526,34,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,58.07
146,32,2826,327,0,0,526,34,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,325.57
146,32,1754,292,0,0,526,34,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,769.22
146,32,1971,290,0,0,526,34,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,369.53
146,32,1902,446,0,0,526,34,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25.23
146,32,1247,445,0,0,526,34,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33.57
146,32,1770,426,0,0,526,34,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,41.94
146,32,1558,512,0,0,526,34,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,145.49
146,32,2581,512,0,0,526,34,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,240.7
146,32,1962,513,0,0,526,34,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,240.1
146,32,1445,728,0,0,526,34,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,32.08
146,32,2444,727,0,0,526,34,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24.29
146,32,2867,727,0,0,526,34,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24.21
146,32,2760,184,0,0,526,34,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,34.77
146,32,1525,319,0,0,526,34,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,82.01
146,32,2704,319,0,0,526,34,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,119.0
146,32,2492,447,0,0,526,34,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,42.01
146,32,1543,446,0,0,526,34,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,116.46
146,32,2304,435,0,0,526,34,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,73.43
146,32,2664,275,0,0,526,34,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,400.73
146,32,2569,283,0,0,526,34,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,464.05
146,32,2490,280,0,0,526,34,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,244.03
146,13,1885,156,0,1,590,56,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2534.67
146,13,1993,157,0,1,590,56,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1357.28
146,13,2539,160,0,0,590,56,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,524.49
146,13,2139,292,0,0,590,56,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,87.65
146,13,2631,164,0,0,590,56,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,199.64
146,13,1248,161,0,0,590,56,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,186.61
146,13,1778,193,0,0,590,56,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,919.23
146,13,1062,191,0,0,590,56,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1059.15
146,13,2707,238,0,0,590,56,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1826.37
146,13,1207,383,0,0,590,56,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,89.83
146,13,1230,376,0,0,590,56,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,123.17
146,13,2322,376,0,0,590,56,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,219.11
146,13,2290,301,0,0,590,56,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1864.52
146,13,1727,464,0,0,590,56,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1010.21
146,13,1109,310,0,0,590,56,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1891.44
146,13,1571,640,0,0,590,56,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,254.66
146,13,2956,636,0,0,590,56,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,206.21
146,13,2104,641,0,0,590,56,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,176.13
146,13,2577,321,0,1,590,56,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,339.73
146,13,2640,321,0,0,590,56,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,285.35
146,13,1878,320,0,0,590,56,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,132.29
